VEHICLE_KEY,DRIVER_KEY,COLLISION_INDEX,VEHICLE_REFERENCE,ENGINE_CAPACITY_CC,AGE_OF_VEHICLE,VEHICLE_COUNT
26,48,2024122400825,1,999,8,1
34,52,2024361424189,2,999,9,1
33,27,2024101437156,1,999,6,1
29,40,2024061520182,1,999,6,1
29,23,2024122400301,1,999,6,1
33,48,2024991522485,1,999,8,1
29,20,2024061493642,2,999,6,1
31,95,2024320305746,6,999,7,1
31,95,2024161501555,3,999,10,1
29,45,2024401432663,2,999,10,1
27,30,2024031453068,1,999,11,1
32,22,2024122400738,1,999,9,1
32,33,2024070314728,1,999,6,1
27,52,2024991423926,1,999,11,1
34,8,2024061461463,1,999,6,1
29,27,2024501465058,1,-1,4,1
30,33,2024141492811,2,999,7,1
29,55,2024440209535,1,999,11,1
34,23,2024101414694,2,999,8,1
29,14,2024070657239,1,999,6,1
29,64,2024552400975,1,999,8,1
34,23,2024201524482,2,999,8,1
32,42,2024411439797,2,999,11,1
31,95,2024991495602,2,999,10,1
29,30,2024361458925,1,999,9,1
33,55,2024010507389,1,999,9,1
33,43,2024340WN3212,2,999,8,1
29,19,2024622400835,1,999,5,1
33,59,2024501510970,2,999,12,1
29,49,2024010542604,1,999,9,1
26,11,202454F218324,2,999,10,1
35,46,2024991436508,2,999,11,1
33,49,2024311527845,2,999,10,1
26,53,2024101520653,1,999,11,1
31,95,2024471549714,3,999,7,1
32,14,2024221397587,1,999,8,1
31,95,2024201518811,3,999,11,1
31,33,2024430198864,3,999,12,1
32,23,2024631448538,1,999,8,1
31,46,2024311447989,2,999,11,1
32,8,2024440145643,2,999,6,1
29,54,2024111446122,2,999,9,1
31,95,2024991478636,5,999,12,1
31,95,2024501443295,3,999,9,1
29,13,2024520401603,1,999,11,1
27,52,2024052401349,1,999,9,1
31,95,2024501437486,2,999,8,1
29,27,2024451488724,1,999,5,1
20,59,2024010538913,1,-1,0,1
19,95,2024010545019,2,-1,2,1
17,55,2024010511610,1,-1,1,1
20,59,2024010518246,1,-1,0,1
31,23,2024401486294,1,1798,1,1
34,49,2024010524294,2,1798,7,1
195,53,2024991526716,1,1798,3,1
29,19,2024302400453,1,1798,4,1
34,49,2024101453480,2,1197,6,1
32,27,2024052400872,2,1798,3,1
25,53,2024991401658,1,1798,7,1
29,52,2024010505239,2,1798,6,1
31,95,2024052401247,2,1798,2,1
32,23,2024221524231,2,1798,6,1
32,50,2024010520389,1,1798,6,1
29,23,2024991447058,2,1798,3,1
34,16,2024010499550,1,1798,5,1
196,49,2024991410042,1,1798,1,1
26,23,2024501484432,1,1798,0,1
33,23,2024211528275,1,1798,2,1
32,18,2024320037756,2,1798,1,1
34,15,2024610001524,1,1197,6,1
29,20,2024471477125,2,1798,6,1
194,52,2024231530682,2,1798,4,1
34,51,2024440561684,3,1798,5,1
33,52,2024122400208,2,1798,4,1
34,55,2024010499006,3,1798,2,1
34,51,2024451495231,2,1798,4,1
29,95,2024332401027,2,1798,4,1
29,40,2024411517799,2,1798,7,1
29,18,2024010543248,1,1798,5,1
32,11,2024351536932,2,1798,1,1
29,17,2024421420871,1,1798,7,1
28,23,2024201519767,2,1798,3,1
35,55,2024122401093,1,1798,2,1
29,17,2024161461749,1,1798,2,1
33,53,2024401516640,2,1798,7,1
32,27,2024061530994,5,1798,2,1
34,95,2024010540238,1,1798,5,1
31,95,2024010536988,3,1798,2,1
29,14,2024311534397,2,1798,0,1
29,55,2024010542400,1,1798,7,1
29,55,2024201431640,1,1798,5,1
32,49,2024010531114,1,1197,5,1
196,44,2024201467278,1,1798,7,1
34,17,2024522402366,1,1798,3,1
25,43,2024010551450,1,1798,4,1
33,45,2024501532293,2,1798,4,1
33,61,2024010541050,2,1798,0,1
27,27,2024122400651,1,1798,5,1
31,95,2024201423327,4,1798,5,1
32,51,2024451483187,3,1798,1,1
26,23,202460Q092612,1,1798,5,1
32,61,2024141447842,2,1798,7,1
26,19,2024010549465,1,1987,1,1
29,48,2024201427210,2,1197,7,1
34,55,2024522401846,1,1987,1,1
29,52,2024161436679,1,1798,7,1
29,43,2024161506370,2,1798,5,1
32,46,2024122500340,2,1798,5,1
31,95,2024501456297,4,1798,6,1
34,52,2024010505316,3,1197,6,1
29,64,2024131509288,1,1798,1,1
34,17,2024522500239,2,1798,6,1
32,14,2024371403161,2,1798,5,1
29,46,2024231409845,1,1798,5,1
29,23,2024201491924,2,1987,4,1
34,17,2024201530080,1,1197,5,1
195,47,2024231510786,2,1798,2,1
31,45,2024451519099,1,1197,6,1
34,51,2024440014085,1,1798,2,1
196,47,2024302401270,1,1798,6,1
31,14,2024421496507,1,1798,7,1
26,51,2024440536064,1,1798,7,1
26,61,2024161414352,1,1798,3,1
26,67,2024141463631,2,1798,4,1
192,95,2024061472775,2,1798,6,1
29,17,2024991491818,2,1798,6,1
27,21,2024010541325,1,1798,0,1
32,49,2024411492356,1,1798,5,1
31,95,2024421408353,2,1798,6,1
33,26,2024101398940,2,1798,3,1
29,95,2024010501718,1,1798,3,1
29,55,2024622400335,2,1798,0,1
188,55,2024411394644,1,1798,6,1
26,23,2024201525451,3,1798,6,1
33,49,2024141403273,1,1798,5,1
30,49,2024010545343,1,1798,5,1
34,13,2024451528642,1,1798,5,1
29,20,2024311481970,2,1197,6,1
30,14,2024052400796,2,1798,3,1
31,49,2024461401298,2,1798,1,1
26,14,2024010531351,1,1798,6,1
31,95,2024010535327,1,1798,6,1
25,78,2024010515870,2,1798,4,1
31,23,2024010531848,1,1197,6,1
31,17,2024320058666,2,1197,7,1
32,47,2024471503698,3,1798,3,1
27,20,2024131485851,1,1798,6,1
33,52,2024011513158,2,1798,7,1
196,95,2024061499580,2,1798,4,1
198,67,2024061492007,2,1798,7,1
32,14,2024421492484,2,1798,5,1
35,14,2024141501711,3,1798,2,1
34,20,2024211534575,2,1798,3,1
190,50,2024052401341,1,1798,3,1
30,12,2024010527991,1,1197,5,1
25,67,2024461462925,1,1798,6,1
31,95,2024010533255,3,1798,1,1
32,49,2024131426561,1,1798,2,1
29,49,2024302401551,1,1798,4,1
31,95,2024010527415,3,1197,5,1
29,47,2024141406224,1,1798,5,1
29,67,2024461514649,1,1798,7,1
29,47,2024010515145,1,1798,7,1
31,49,2024430581673,1,1798,6,1
31,95,2024010530093,3,1798,7,1
26,18,2024543057524,1,1987,1,1
29,17,2024201443038,2,1798,3,1
29,23,2024461494236,1,1798,3,1
32,61,2024471534447,1,1798,4,1
29,17,2024522401089,1,1798,4,1
32,14,2024351454731,1,1798,4,1
192,21,2024010537727,1,1197,7,1
32,17,2024461497168,1,1798,5,1
32,14,2024041455040,2,1798,5,1
33,67,2024421457186,1,1798,5,1
29,46,2024010493512,2,1798,5,1
34,20,2024010511580,3,1798,7,1
29,17,2024010538392,1,1798,1,1
29,46,2024061548583,1,1798,5,1
26,50,2024010518888,1,1798,6,1
29,76,2024161515732,1,1798,0,1
33,95,2024010522224,1,1798,3,1
33,49,2024231505378,1,1798,5,1
34,23,2024211493844,1,1798,3,1
34,61,2024421483459,2,1798,0,1
34,20,2024010520050,1,1798,4,1
32,48,2024010535242,3,1798,5,1
31,43,2024061527062,1,1798,4,1
33,48,2024991534683,2,1798,3,1
32,17,2024401507140,1,1798,3,1
33,17,2024340NN4482,1,1197,6,1
34,49,2024010524784,3,1798,2,1
29,49,2024010504372,1,1798,6,1
32,49,2024340WN4812,2,1798,5,1
34,17,2024010515363,1,1798,5,1
29,64,2024061505812,1,1798,3,1
33,61,2024991452235,1,1798,4,1
26,51,2024340WN5302,1,1798,6,1
31,23,2024201441996,3,1798,7,1
29,11,2024010532099,2,1798,1,1
30,43,2024010526365,2,1798,5,1
194,53,2024201525636,2,1798,4,1
192,41,2024340NN4682,2,1798,7,1
33,64,2024131431016,1,1798,3,1
32,49,202460Q129263,2,1798,0,1
34,95,2024122500244,1,1798,3,1
35,22,2024421512186,1,1798,2,1
32,49,2024010507555,1,1798,4,1
192,48,2024201517228,1,1798,3,1
26,14,2024131529270,2,1197,7,1
34,21,2024311436355,1,1798,1,1
192,18,2024061454052,1,1798,1,1
31,95,2024451421553,3,1798,7,1
34,20,2024311451853,2,1798,5,1
29,61,2024501534880,1,1798,7,1
34,55,2024361495094,2,1798,3,1
29,7,2024471447920,1,1798,1,1
33,52,2024010506071,1,1798,5,1
26,19,2024141501941,1,1798,5,1
33,17,2024201458957,1,1798,2,1
33,64,2024010503018,1,1798,3,1
33,48,2024010510134,1,1197,7,1
29,52,2024332400385,1,1798,6,1
29,53,2024440176568,1,1798,6,1
32,19,2024461504480,2,1798,2,1
194,49,2024991495335,2,1798,7,1
31,95,2024052401113,2,1197,5,1
31,95,2024401479272,3,1987,4,1
31,49,2024401406740,2,1798,3,1
197,95,2024061494531,2,1798,6,1
35,17,2024131513972,2,1798,5,1
32,49,2024131487310,2,1798,6,1
32,52,2024351493591,4,1798,4,1
29,49,2024622400820,1,1798,4,1
32,52,2024010549820,1,1798,6,1
34,20,2024461451396,2,1798,3,1
35,55,2024471529461,2,1798,3,1
34,52,2024101509067,3,1798,3,1
26,46,2024461441449,1,1798,5,1
33,52,2024010501561,1,1798,1,1
34,49,2024201494847,2,1798,0,1
34,23,2024061468955,1,1798,3,1
31,20,2024010504274,1,1798,3,1
26,64,2024471465069,2,1798,0,1
32,55,2024302400436,1,1197,5,1
197,50,2024061465321,1,1798,5,1
31,49,2024201456607,2,1798,1,1
29,20,2024010520285,2,1798,6,1
33,45,2024122500086,1,1798,5,1
26,16,2024131434279,1,1798,6,1
29,55,2024061421661,1,1798,4,1
29,95,2024052400112,2,1364,17,1
33,22,2024122401063,1,1364,16,1
31,95,2024411541256,3,1364,16,1
29,52,2024052400158,1,1364,16,1
33,49,2024201447199,2,-1,0,1
29,20,2024052402187,1,1198,0,1
26,33,2024991512408,1,1499,5,1
29,52,2024501437596,1,1598,5,1
29,61,2024501538863,1,1997,6,1
33,49,2024311452783,1,1499,0,1
33,49,2024061497028,3,1499,6,1
194,95,2024070012121,2,1995,4,1
31,95,2024522401498,3,1499,6,1
93,55,2024552401289,2,2198,10,1
34,51,2024471421532,1,1499,7,1
192,50,2024031533765,1,1995,1,1
29,52,2024201505660,2,1995,6,1
29,64,2024131458753,1,1499,5,1
192,65,2024421506735,1,1995,8,1
33,13,2024131422038,2,1499,7,1
32,20,2024991418635,1,1560,9,1
34,60,2024461431693,2,1499,8,1
32,17,2024622400122,2,1995,5,1
29,46,2024421486072,2,1995,1,1
29,23,2024221430712,2,1499,4,1
196,65,2024122400314,1,1499,6,1
188,50,2024430201454,1,1995,3,1
31,95,2024161502941,7,1995,6,1
33,61,2024471535729,1,1499,4,1
34,15,2024421465462,2,1499,6,1
32,20,2024070898507,3,1499,4,1
31,95,2024131430045,2,1995,2,1
29,14,2024361496412,1,2198,9,1
32,51,2024351420346,1,1560,9,1
87,46,2024221482886,2,-1,-1,1
32,49,2024070929673,1,1995,4,1
192,62,2024430343744,1,1995,7,1
198,47,2024052402722,1,1995,8,1
31,95,2024010520245,1,1995,5,1
91,45,2024552500135,1,-1,-1,1
83,50,2024010510758,2,-1,-1,1
31,95,2024421468719,1,1499,5,1
28,52,2024010534755,1,1995,6,1
87,46,2024041457579,1,-1,-1,1
29,55,2024221448842,1,1499,4,1
34,53,2024501402367,2,2198,9,1
196,53,2024991422997,1,2198,9,1
30,49,2024010513919,1,1999,5,1
29,61,2024440016564,2,1999,4,1
31,95,2024471523504,3,1997,5,1
31,95,2024010510148,3,1997,3,1
34,27,2024201466278,1,1999,8,1
29,52,2024010540763,2,1999,8,1
27,20,2024201446237,9,1998,3,1
33,95,2024631434016,1,1999,4,1
26,10,2024411540094,1,1999,5,1
29,27,2024430113238,1,1998,3,1
33,61,2024351495357,2,1999,6,1
34,23,2024451496749,2,1997,2,1
35,64,2024041521046,1,1999,4,1
34,14,2024401539869,2,1999,8,1
31,95,2024471417697,4,1999,5,1
31,46,2024231524968,2,1999,7,1
34,20,2024131399950,2,5000,5,1
29,61,2024010539383,1,1998,0,1
29,23,2024340WN4862,1,1998,0,1
34,19,2024401423550,1,1999,7,1
29,17,2024461459030,1,1998,3,1
26,61,2024471473197,2,1999,4,1
29,52,2024010500269,1,1999,7,1
34,66,2024070562954,2,1998,1,1
34,14,2024010506415,1,1999,6,1
32,61,2024471507682,1,2993,4,1
34,23,2024552400575,2,1999,6,1
34,51,2024440075432,2,1997,7,1
29,55,2024991451286,1,1999,8,1
31,95,2024531507463,3,1998,1,1
32,14,2024231549696,1,1997,0,1
33,61,2024531447542,2,1999,4,1
29,55,2024471500032,1,1997,0,1
26,95,2024061491752,2,1998,1,1
31,27,2024361494797,2,1998,1,1
34,20,2024101502101,2,1998,2,1
33,20,2024471396483,1,1999,6,1
32,46,2024101417372,2,1999,7,1
34,17,2024131512020,2,1998,0,1
29,20,2024548446524,1,1998,0,1
31,95,2024411523163,2,2997,3,1
29,17,2024351411933,1,1999,4,1
35,61,2024070559578,1,1999,6,1
33,27,2024041530606,1,1999,6,1
29,59,2024320761073,1,1999,5,1
32,49,2024430066835,1,1999,7,1
32,23,2024471515949,1,2993,8,1
29,49,2024461492870,1,1999,7,1
29,64,2024061467248,2,2993,5,1
34,23,2024430292502,2,1999,5,1
33,64,2024041433644,1,1999,8,1
32,17,2024332400066,2,1999,5,1
32,49,2024411545158,2,1998,0,1
29,22,2024111522326,1,1999,6,1
29,20,2024141433665,1,1998,3,1
28,49,2024010497333,1,1997,4,1
32,20,2024451523471,1,1997,2,1
29,52,2024201510854,2,1998,2,1
29,20,2024141459088,2,1997,7,1
29,75,2024010533338,1,1999,8,1
35,23,2024201487633,1,1999,4,1
120,46,2024371429517,1,125,6,1
120,40,2024122500443,1,125,5,1
32,49,2024552400114,2,1840,25,1
26,48,2024231517672,1,1991,21,1
22,53,2024430426030,2,10667,8,1
195,52,2024010536503,1,1950,5,1
27,49,2024311453740,2,2295,27,1
192,53,2024010547956,1,2143,5,1
31,95,2024010551135,4,1950,0,1
31,52,2024010538738,1,1950,4,1
33,95,2024131400425,1,1950,2,1
195,53,2024440406236,2,1950,0,1
197,47,2024311406174,2,1950,0,1
31,95,2024010527100,1,1950,1,1
32,50,2024010521512,1,1950,0,1
33,52,2024010519102,1,2143,9,1
34,46,2024010520694,1,1950,4,1
198,50,2024010534721,1,2143,7,1
32,50,2024010503456,1,2143,6,1
29,55,2024471395595,1,2143,7,1
195,51,2024010541971,2,2143,6,1
34,46,2024211490208,1,2143,6,1
29,54,2024221500963,1,2143,6,1
31,95,2024010514342,3,2143,7,1
195,50,2024010527345,2,1950,0,1
31,55,2024311417682,2,2143,5,1
29,41,2024010546402,1,1950,0,1
91,50,2024010491405,2,-1,-1,1
195,47,2024010548251,1,2143,8,1
28,47,2024010535390,1,2143,7,1
31,95,2024010533778,3,2143,7,1
32,50,2024010505784,1,2143,6,1
29,23,2024211504929,2,998,-1,1
154,46,2024411398441,2,1037,4,1
156,55,2024471490597,2,1037,4,1
155,55,2024501420164,2,1037,1,1
154,61,2024991445751,1,1037,1,1
151,55,2024501492021,1,865,12,1
155,61,202460Q044027,2,865,11,1
157,61,2024131410822,3,1200,5,1
148,23,2024122400887,2,900,7,1
157,53,2024471438155,1,865,16,1
155,64,2024141486128,1,865,15,1
151,49,2024440452064,1,1200,5,1
154,61,2024041490275,1,865,10,1
156,55,2024332400759,1,865,13,1
152,52,2024141436187,1,865,15,1
157,54,2024010534547,2,900,8,1
151,52,2024501440927,2,1200,1,1
155,40,2024010492505,2,900,7,1
155,54,2024010538032,1,900,2,1
157,49,2024010501184,1,900,6,1
29,46,2024221535834,1,1968,11,1
33,43,2024010505858,1,1498,5,1
32,14,2024061467553,1,1968,11,1
32,49,2024371494812,2,1498,0,1
32,13,2024302400737,1,1968,10,1
32,64,2024122401306,3,1395,6,1
34,52,2024421401242,2,1968,10,1
35,17,2024302401252,1,1395,7,1
26,19,2024461443407,1,1968,12,1
31,95,2024131455927,3,1984,11,1
31,95,2024471449431,3,1984,11,1
32,95,2024131406990,1,1968,10,1
31,95,2024010526692,4,1968,6,1
27,14,2024061441646,1,1968,2,1
31,95,2024471508813,1,1498,3,1
31,46,2024201422181,1,1968,11,1
29,19,2024440034388,2,1968,7,1
29,95,2024440471930,2,1968,1,1
34,20,2024411519895,2,1968,8,1
29,17,2024010542650,2,1395,7,1
26,19,2024451490359,1,1984,5,1
34,19,2024340WN6762,2,1395,2,1
34,46,2024401452877,2,1968,1,1
30,20,2024461469465,1,1984,1,1
26,20,2024201469469,2,1968,9,1
35,17,2024061481089,1,1498,2,1
29,23,2024131406160,1,1498,4,1
32,61,202417M115624,2,1498,2,1
29,43,2024131535195,1,1984,0,1
34,46,2024451498806,1,1498,4,1
29,14,2024010534204,1,1395,7,1
31,95,2024361478600,2,1395,1,1
34,17,2024041416769,3,1395,6,1
34,46,2024201533650,2,1968,11,1
32,14,2024411456787,2,1968,9,1
29,20,2024411448925,1,1968,12,1
29,20,2024061457322,1,1968,10,1
34,52,2024052400397,2,1395,2,1
31,27,2024221503540,1,1395,7,1
34,20,2024031487344,2,1498,4,1
34,46,2024010549520,2,1984,5,1
29,49,2024332400369,3,1968,10,1
31,95,2024622400448,2,1968,9,1
32,19,2024991477132,4,1968,9,1
31,95,2024122400526,3,1984,10,1
26,27,2024122500429,1,1395,7,1
32,46,2024501495862,2,1968,8,1
29,22,2024010506904,2,1395,8,1
34,19,2024131406709,2,1968,11,1
29,20,2024320100767,1,1395,7,1
26,61,2024221399342,1,1395,2,1
29,11,2024371487023,1,1968,11,1
33,30,2024311528573,1,1984,4,1
29,22,2024340WN5192,1,1498,4,1
29,14,2024340NN3072,1,1968,10,1
25,11,2024010548545,1,1984,11,1
31,95,2024440549632,2,1968,8,1
34,23,2024320617752,2,1968,1,1
32,52,2024332400412,2,1968,5,1
30,46,2024010511183,3,1395,7,1
29,49,2024451482520,1,1984,9,1
33,67,2024211505577,1,1968,10,1
29,49,2024031405310,1,1968,11,1
29,23,2024122401010,1,1498,0,1
29,13,2024010542019,1,1984,2,1
33,17,2024311402665,1,1968,12,1
31,95,2024552401424,3,1968,8,1
31,95,2024340WN6932,3,1968,12,1
31,95,2024041482476,3,1968,10,1
29,49,2024101426552,2,1968,9,1
33,95,2024201452181,1,1395,6,1
32,55,2024010519030,1,1395,6,1
33,64,2024010547704,1,1984,4,1
34,23,2024010533499,1,1984,10,1
31,95,2024010511183,1,1498,4,1
32,45,2024070416159,1,1395,7,1
31,95,2024131518992,2,1395,8,1
32,11,2024451427119,1,1968,5,1
33,17,2024311531418,1,1968,7,1
31,95,2024411423542,2,1498,4,1
33,12,2024461501184,1,1968,8,1
26,14,2024201470355,2,1968,11,1
32,14,2024101456054,2,1968,12,1
31,95,2024131495987,2,1968,11,1
32,95,2024201514158,1,1395,10,1
30,49,2024332400223,1,1498,2,1
34,43,2024010519175,3,1395,8,1
32,54,2024311394054,1,1968,6,1
28,14,2024010548934,2,1498,1,1
33,61,2024052402727,1,1498,2,1
34,61,2024101450840,3,1498,0,1
27,95,2024520402372,2,1395,7,1
29,46,2024201500258,1,1968,11,1
31,14,2024520001617,1,1395,6,1
26,59,2024211513743,1,1968,7,1
34,17,2024010526744,1,1968,1,1
32,75,2024430358134,1,1968,11,1
29,16,2024991433586,1,1968,9,1
32,23,2024010530266,1,1984,12,1
32,15,2024610002724,1,1968,7,1
34,13,2024552400390,2,1968,10,1
33,95,2024010523956,2,1498,4,1
27,52,2024010491995,2,1395,8,1
33,49,2024311557523,2,1395,1,1
26,40,2024361455512,1,1395,9,1
29,46,2024010531604,1,1498,4,1
32,17,2024461445418,2,1498,3,1
32,14,2024052401269,2,1498,3,1
30,40,2024411502311,1,1498,4,1
26,76,2024461447533,1,1498,1,1
33,23,2024421474154,1,1498,1,1
34,14,2024461499911,2,1498,0,1
34,17,2024461512562,2,1395,6,1
31,95,2024622500088,3,1498,5,1
31,14,2024451461145,1,1498,5,1
34,55,2024461456976,2,1968,8,1
29,67,2024430484922,1,1498,0,1
35,49,2024070794993,2,1968,7,1
29,43,2024010509105,1,1395,9,1
29,23,2024201438589,1,1968,10,1
32,20,2024070949939,2,1968,3,1
32,46,2024141541841,1,1498,2,1
32,49,2024061528565,2,1498,4,1
32,81,2024430358134,3,1968,11,1
26,44,2024991492513,2,1968,9,1
32,19,2024631434558,2,1968,11,1
33,27,2024302401630,1,1984,0,1
33,49,2024501523337,1,1984,10,1
33,54,2024411518162,1,1968,10,1
33,49,2024451499867,1,1968,11,1
29,64,2024122400228,1,1968,7,1
32,14,2024440260055,3,1968,8,1
32,14,2024101525283,1,1395,7,1
34,55,2024201398176,3,1968,11,1
33,17,2024131411517,2,1395,7,1
32,49,2024101491289,2,1395,9,1
27,52,2024320298572,1,1968,8,1
32,20,2024451441539,2,1968,4,1
31,95,2024131501855,2,1968,10,1
29,95,2024430311476,2,1968,11,1
29,14,2024010516250,2,1395,10,1
29,46,2024010500018,1,1498,1,1
26,17,2024122400657,1,1968,11,1
29,46,2024010551791,1,1984,3,1
29,17,2024421475680,1,1395,2,1
33,17,2024991481506,1,1968,10,1
32,49,2024302400311,2,1498,3,1
29,48,2024211532471,2,1498,3,1
34,55,2024549826924,3,1498,4,1
151,55,2024201511114,3,1550,19,1
31,95,2024471534287,2,2685,20,1
32,23,2024552401457,2,5654,18,1
31,14,2024461480589,1,2987,7,1
34,61,2024421423669,2,2987,12,1
29,23,2024231476132,1,2987,10,1
31,19,2024411498145,2,2987,13,1
29,61,2024361461880,1,2985,18,1
142,40,2024501456686,2,124,8,1
128,40,2024302400574,1,124,8,1
120,40,2024531545559,1,124,6,1
32,61,2024302401310,1,2487,0,1
29,46,2024010490600,2,2378,20,1
34,54,2024531512174,3,1968,17,1
33,49,2024201488232,1,1968,17,1
25,17,2024010514370,1,2378,18,1
39,17,2024141442098,2,-1,3,1
31,50,2024201503533,2,1499,2,1
31,49,2024201448302,2,1560,13,1
33,45,2024010510307,1,1598,15,1
32,52,2024440294215,2,1397,14,1
25,44,2024531530265,2,1500,3,1
29,46,2024122400812,1,1560,14,1
34,49,2024610005324,1,1560,8,1
33,9,2024101577291,1,1200,4,1
29,64,202454D168724,1,1560,11,1
25,12,2024061449400,1,1200,6,1
31,44,2024411517717,2,1500,2,1
26,51,2024161511527,1,1560,8,1
32,95,2024131447273,3,1498,3,1
31,54,2024231398428,2,1598,13,1
32,9,2024411473339,2,1500,3,1
33,49,2024010502242,2,1200,6,1
34,51,2024332400129,1,1199,2,1
31,95,2024421479840,2,1997,12,1
27,20,2024552400144,1,1997,13,1
29,55,2024311426950,2,1200,5,1
31,14,2024531510272,3,1200,8,1
34,44,2024421418547,1,1500,2,1
29,41,2024991487346,1,1498,4,1
33,41,2024061527966,1,1199,1,1
27,44,2024421478175,1,1500,3,1
33,41,2024421465566,2,1499,0,1
32,14,2024361455913,2,1997,14,1
29,46,2024451513676,2,1598,13,1
34,55,2024991409373,3,1560,9,1
29,20,2024631509961,2,1200,8,1
31,95,2024501475361,3,1560,9,1
32,17,2024501477041,1,1560,13,1
26,23,2024101533285,1,1598,12,1
33,42,2024991407966,2,1598,5,1
29,17,2024302400548,1,1598,15,1
27,55,2024010513856,1,1598,15,1
31,95,2024631518429,3,1560,10,1
29,43,2024461399762,1,1200,6,1
29,50,2024131470943,1,1560,6,1
29,41,2024451410879,2,1499,1,1
29,65,202417M106624,2,1500,2,1
29,55,2024610023924,1,1560,15,1
35,55,2024461498182,1,1500,5,1
31,20,2024061429650,2,1200,7,1
32,46,2024622400799,1,1997,7,1
34,49,2024991459577,4,1598,1,1
27,50,2024141461103,2,1500,2,1
32,44,2024552400155,2,1199,1,1
32,46,2024520402302,1,1598,6,1
29,49,2024302401624,1,1560,16,1
29,52,2024451522965,2,1560,13,1
33,46,2024161480770,2,1560,9,1
29,40,2024131463697,1,1200,6,1
29,52,2024141456072,2,1560,9,1
29,66,2024311512785,1,1500,6,1
29,44,2024430204026,1,1499,1,1
32,52,2024101396161,3,1560,10,1
33,9,2024461525727,1,1500,3,1
35,44,2024991439800,2,1499,1,1
31,49,2024461439261,3,1560,14,1
31,81,2024221441149,2,1200,7,1
32,12,2024201532611,1,1499,1,1
35,12,2024371434627,2,1397,12,1
33,19,2024421498477,2,1560,16,1
33,14,2024070829758,1,1560,8,1
30,20,2024461518442,1,1200,8,1
26,23,2024991493913,1,1200,8,1
25,55,2024221442524,1,1200,6,1
33,17,2024531422254,1,1200,7,1
27,41,2024211396109,1,1500,3,1
31,95,2024131472643,2,1560,9,1
31,55,2024221430787,2,1560,12,1
31,46,2024201483976,2,1500,3,1
34,14,2024201484049,1,1200,7,1
26,17,2024471468981,2,1500,6,1
29,52,2024122401043,1,1560,11,1
25,17,2024471448759,1,1560,8,1
31,67,2024201469240,1,1560,16,1
32,41,2024041479748,2,1500,4,1
31,44,2024141401515,2,1498,3,1
29,11,2024221467746,1,1997,15,1
29,11,2024991441821,1,1500,3,1
32,27,2024211431680,2,1560,14,1
31,9,2024351472330,3,1499,1,1
29,46,2024031445302,1,1560,11,1
32,46,2024231431110,2,1397,15,1
29,33,202417H108224,2,1997,16,1
29,43,2024320590524,2,1560,10,1
33,95,2024041511988,1,1560,15,1
29,64,2024211528322,2,1200,9,1
29,17,2024991448382,1,1997,8,1
32,14,2024311529835,2,1560,10,1
29,48,2024552400177,1,1997,10,1
29,64,202454F264124,1,1397,15,1
34,49,2024440239200,2,1560,9,1
26,17,2024231499099,1,1560,9,1
29,16,2024421421155,1,1200,5,1
29,23,2024141515187,1,1560,12,1
31,15,2024501400123,2,1200,9,1
34,46,2024131444008,2,1200,7,1
32,44,2024401422321,1,1499,1,1
25,43,2024041410921,1,1560,16,1
27,46,2024201473341,1,1560,12,1
32,44,2024061408749,2,1200,7,1
29,43,2024622400417,1,1560,14,1
25,65,2024141441418,2,1498,3,1
33,61,2024221529574,1,1560,15,1
31,95,2024131419996,3,1560,9,1
26,41,2024010515821,2,1200,6,1
33,46,2024991531488,1,1498,4,1
26,17,2024302401230,2,1560,12,1
32,11,2024302500393,2,1560,11,1
29,55,2024231530620,2,1560,10,1
29,49,2024010498778,3,1598,16,1
31,95,2024161506923,2,1560,7,1
29,52,2024070364625,1,1997,9,1
31,95,2024131396989,3,1560,16,1
29,19,2024311533836,1,1200,9,1
26,46,2024211484408,1,1560,16,1
31,95,2024041480478,4,1397,15,1
32,47,2024070463840,2,1498,4,1
29,55,2024421441862,1,1997,10,1
33,14,2024461475951,1,1498,5,1
32,47,2024061486859,1,1200,4,1
33,55,2024991412634,2,1560,12,1
31,44,2024340WN4952,2,1560,14,1
25,54,2024161469149,1,1560,15,1
34,17,2024010538151,2,1560,8,1
34,53,2024471492311,2,1598,0,1
26,95,2024061445877,1,1598,14,1
29,8,2024031444145,1,1200,11,1
26,49,2024161399927,2,1560,13,1
31,46,2024991527171,2,1200,8,1
34,46,2024622400082,3,1560,10,1
32,64,2024421437469,1,1598,15,1
29,13,2024991404579,2,1200,7,1
31,67,2024430567533,2,1499,1,1
29,44,2024991416218,1,1499,1,1
29,20,2024010538472,1,1200,8,1
27,27,2024061512334,1,1200,8,1
29,43,2024631467146,1,1199,1,1
31,95,2024991418653,4,1200,10,1
32,65,2024430478369,1,1499,1,1
34,45,2024430185936,1,1200,6,1
32,54,2024991455443,1,1997,8,1
32,23,2024520402182,2,1560,12,1
26,49,2024320036075,1,1560,9,1
29,14,2024221432511,1,1200,6,1
27,20,2024501489637,1,1560,8,1
32,46,2024311510104,1,1560,9,1
29,95,2024522402356,2,1997,7,1
33,46,202417L301424,2,1200,4,1
34,47,2024041490761,2,1560,12,1
32,50,2024461458930,2,1500,2,1
31,95,2024320304043,2,1560,16,1
33,45,2024101520934,1,1560,14,1
34,20,2024311533306,1,1560,11,1
